num_cicloe,nombre_estacion,calle_prin,calle_secu,colonia,alcaldia,latitud,longitud,sitio_de_e
190,Gobernador Ignacio Esteva_Maestro José Vasconcelos,Gobernador Ignacio Esteva,Maestro José Vasconcelos,San Miguel Chapultepec,Miguel Hidalgo,19.409577,-99.183818,Arroyo
191,Gobernador Rafael Rebollar_Gobernador Vicente Eguía,Gobernador Rafael Rebollar,Gobernador Vicente Eguía,San Miguel Chapultepec,Miguel Hidalgo,19.40796,-99.187901,Arroyo
192-193,Rubén Darío_Reforma,Rubén Darío,Reforma,Bosque De Chapultepec,Miguel Hidalgo,19.42592,-99.190755,Camell<F3>N
194,Circuito Mahatma Gandhi_Reforma,Circuito Mahatma Gandhi,Reforma,Bosque De Chapultepec,Miguel Hidalgo,19.424282,-99.180334,Banqueta
195,Reforma_Circuito Mahatma Gandhi,Reforma,Circuito Mahatma Gandhi,Bosque De Chapultepec,Miguel Hidalgo,19.424858,-99.185181,Camell<F3>N
196,Lago Tanganica_Av. Ejército Nacional,Lago Tanganica,Av. Ejército Nacional,Granada,Miguel Hidalgo,19.438349,-99.192904,Arroyo
197,Presa Falcón_Miguel De Cervantes Saavedra,Presa Falcón,Miguel De Cervantes Saavedra,Ampliacion Granada,Miguel Hidalgo,19.440501,-99.205086,Arroyo
198,Sócrates_Ejército Nacional,Sócrates,Ejército Nacional,Polanco,Miguel Hidalgo,19.438168,-99.203888,Arroyo
199,Anatole France_Av. Ejército Nacional,Anatole France,Av. Ejército Nacional,Polanco,Miguel Hidalgo,19.437934,-99.197241,Arroyo
200,Emerson_Av. Ejército Nacional,Emerson,Av. Ejército Nacional,Polanco,Miguel Hidalgo,19.437596,-99.188785,Arroyo
201,Lope De Vega_Av. Ejército Nacional,Lope De Vega,Av. Ejército Nacional,Polanco,Miguel Hidalgo,19.437431,-99.187215,Arroyo
202,Calderón De La Barca_Av. Homero,Calderón De La Barca,Av. Homero,Polanco,Miguel Hidalgo,19.436064,-99.198898,Arroyo
203,Tennyson_Av. Homero,Tennyson,Av. Homero,Polanco,Miguel Hidalgo,19.435985,-99.194832,Arroyo
204,Temístocles_Homero,Temístocles,Homero,Polanco,Miguel Hidalgo,19.435882,-99.19152,Arroyo
205,Taine_Homero,Taine,Homero,Polanco,Miguel Hidalgo,19.435525,-99.184713,Arroyo
206,Homero_Moliere,Homero,Moliere,Polanco,Miguel Hidalgo,19.436142,-99.200996,Arroyo
207,Torquato Tasso_Homero,Torquato Tasso,Homero,Polanco,Miguel Hidalgo,19.434861,-99.183322,Arroyo
208,Hesiodo_Lamartine,Hesiodo,Lamartine,Polanco,Miguel Hidalgo,19.434182,-99.189835,Arroyo
209,Solón_Horacio,Solón,Horacio,Polanco,Miguel Hidalgo,19.435478,-99.206359,Arroyo
210,Eugenio Sue_Horacio,Eugenio Sue,Horacio,Polanco,Miguel Hidalgo,19.434076,-99.194091,Arroyo
211,Isaac Newton_Horacio,Isaac Newton,Horacio,Polanco,Miguel Hidalgo,19.433607,-99.188528,Arroyo
212,Hegel_Horacio,Hegel,Horacio,Polanco,Miguel Hidalgo,19.433567,-99.188096,Arroyo
213,Solón_Cicerón,Solón,Cicerón,Polanco,Miguel Hidalgo,19.434361,-99.206342,Arroyo
214,Platón_Horacio,Platón,Horacio,Polanco,Miguel Hidalgo,19.434353,-99.20322,Arroyo
215,Edgar Alan Poe_Horacio,Edgar Alan Poe,Horacio,Polanco,Miguel Hidalgo,19.43384,-99.19968,Arroyo
216,Alejandro Dumas_Horacio,Alejandro Dumas,Horacio,Polanco,Miguel Hidalgo,19.433419,-99.195746,Arroyo
217,Euler_Horacio,Euler,Horacio,Polanco,Miguel Hidalgo,19.432888,-99.183605,Arroyo
218,Hegel_Ibarbourou,Hegel,Ibarbourou,Polanco,Miguel Hidalgo,19.432451,-99.188033,Arroyo
219,Esopo_Fc De Cuernavaca,Esopo,Fc De Cuernavaca,Polanco,Miguel Hidalgo,19.433542,-99.207808,Arroyo
220,Plinio_Presidente Masaryk,Plinio,Presidente Masaryk,Polanco,Miguel Hidalgo,19.432655,-99.205727,Arroyo
221,Emilio Castelar_Presidente Masaryk,Emilio Castelar,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431799,-99.201565,Arroyo
222,Alejandro Dumas_Presidente Masarik,Alejandro Dumas,Presidente Masarik,Polanco,Miguel Hidalgo,19.431417,-99.195774,Arroyo
223,Isaac Newton_Presidente Masaryk,Isaac Newton,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431242,-99.191613,Arroyo
224,Hegel_Presidente Masaryk,Hegel,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431255,-99.188065,Arroyo
225,Petrarca_Presidente Masaryk,Petrarca,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431172,-99.185612,Arroyo
226,Wallon_Presidente Masaryk,Wallon,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431033,-99.18222,Arroyo
227,Campos Elíseos_Periférico,Campos Elíseos,Periférico,Polanco,Miguel Hidalgo,19.431791,-99.207373,Arroyo
228,Campos Elíseos_La Fontaine,Campos Elíseos,La Fontaine,Polanco,Miguel Hidalgo,19.427705,-99.19912,Arroyo
229,Carlos Dickens_Séneca,Carlos Dickens,Séneca,Polanco,Miguel Hidalgo,19.430515,-99.203331,Banqueta
230,Edgar Allan Poe_Carlos Dickens,Edgar Allan Poe,Carlos Dickens,Polanco,Miguel Hidalgo,19.430098,-99.200074,Banqueta
231,Isaac Newton_Aristóteles,Isaac Newton,Aristóteles,Polanco,Miguel Hidalgo,19.42977,-99.19349,Arroyo
232,Taine_Rubén Darío,Taine,Rubén Darío,Polanco,Miguel Hidalgo,19.42894,-99.185389,Arroyo
233,Julio Verne_Luis G. Urbina,Julio Verne,Luis G. Urbina,Polanco,Miguel Hidalgo,19.429314,-99.196965,Arroyo
234,Tres Picos_Arquímides,Tres Picos,Arquímides,Polanco,Miguel Hidalgo,19.42783,-99.191539,Arroyo
235-236,Campos Elíseos_Moliere,Campos Elíseos,Moliere,Polanco,Miguel Hidalgo,19.429332,-99.202181,Arroyo
237-238,Andrés Bello_George Eliot,Andrés Bello,George Eliot,Polanco,Miguel Hidalgo,19.426744,-99.193986,Arroyo
239,Rincón Del Bosque_Ruben Darío,Rincón Del Bosque,Ruben Darío,Polanco,Miguel Hidalgo,19.430153,-99.181355,Arroyo
240,Ejército Nacional_F.C. De Cuernavaca,Ejército Nacional,F.C. De Cuernavaca,Polanco,Miguel Hidalgo,19.438551,-99.206298,Camell<F3>N
241,Ejército Nacional_Juan Vázquez De La Mella,Ejército Nacional,Juan Vázquez De La Mella,Polanco,Miguel Hidalgo,19.438616,-99.207577,Camell<F3>N
242,Pról. Moliere_Miguel De Cervantes Saavedra,Pról. Moliere,Miguel De Cervantes Saavedra,Polanco,Miguel Hidalgo,19.440195,-99.200715,Arroyo
243,Lago Filt_Miguel De Cervantes Saavedra,Lago Filt,Miguel De Cervantes Saavedra,Granada,Miguel Hidalgo,19.441123,-99.195857,Arroyo
244,Lago Victoria_Miguel De Cervantes Saavedra,Lago Victoria,Miguel De Cervantes Saavedra,Granada,Miguel Hidalgo,19.440508,-99.193681,Arroyo
245,Lago Onega_Av. Ejército Nacional,Lago Onega,Av. Ejército Nacional,Granada,Miguel Hidalgo,19.438347,-99.190503,Arroyo
246,Leibnitz_Thiers,Leibnitz,Thiers,Anzures,Miguel Hidalgo,19.434147,-99.179835,Arroyo
247,Herschel_Rousseau,Herschel,Rousseau,Anzures,Miguel Hidalgo,19.432276,-99.18064,Arroyo
248,Shakespeare_Lafayette,Shakespeare,Lafayette,Anzures,Miguel Hidalgo,19.43175,-99.177399,Arroyo
249,Shakespeare_Darwin,Shakespeare,Darwin,Anzures,Miguel Hidalgo,19.429877,-99.177569,Arroyo
250,Darwin_Mariano Escobedo,Darwin,Mariano Escobedo,Anzures,Miguel Hidalgo,19.428949,-99.179796,Banqueta
251,Goethe_Darwin,Goethe,Darwin,Anzures,Miguel Hidalgo,19.429261,-99.17538,Arroyo
252,Víctor Hugo_Shakespeare,Víctor Hugo,Shakespeare,Anzures,Miguel Hidalgo,19.427575,-99.17702,Arroyo
253,Dante_Tolstoi,Dante,Tolstoi,Anzures,Miguel Hidalgo,19.4264486,-99.1781433,Arroyo
254,Alfonso Herrera_Miguel Shultz,Alfonso Herrera,Miguel Shultz,San Rafael,Cuauhtemoc,19.439347,-99.160074,Arroyo
255,José Rosas Moreno_Guillermo Prieto,José Rosas Moreno,Guillermo Prieto,San Rafael,Cuauhtemoc,19.437118,-99.161862,Arroyo
256,Gómez Farías_Sadi Carnot,Gómez Farías,Sadi Carnot,San Rafael,Cuauhtemoc,19.437167,-99.158313,Arroyo
257,Manuel Maria Contreras_Villalongin,Manuel Maria Contreras,Villalongin,San Rafael,Cuauhtemoc,19.433803,-99.166223,Arroyo
258,Circuito Interior_Juan Escutia,Circuito Interior,Juan Escutia,Condesa,Cuauhtemoc,19.4165298,-99.1790435,Banqueta
259,Tómas Alva Edison_Ponciano Arriaga,Tómas Alva Edison,Ponciano Arriaga,Tabacalera,Cuauhtemoc,19.437569,-99.15468,Arroyo
260,Av. Juárez_Balderas,Av. Juárez,Balderas,Centro,Cuauhtemoc,19.4352787,-99.1477913,Banqueta
261,Paseo De La Reforma_Río De La Plata,Paseo De La Reforma,Río De La Plata,Cuauhtemoc,Cuauhtemoc,19.42491,-99.172455,Camell<F3>N
262,República De Cuba_República De Brasil,República De Cuba,República De Brasil,Centro,Cuauhtemoc,19.436931,-99.133952,Arroyo
263,Sadi Carnot_Gómez Farias,Sadi Carnot,Gómez Farias,San Rafael,Cuauhtemoc,19.436274,-99.158425,Arroyo
264-275,Héroes Ferrocarrileros_Jesús Garcia,Héroes Ferrocarrileros,Jesús Garcia,Buenavista,Cuauhtemoc,19.440985,-99.152935,Arroyo
265,Mina_Jesús García,Mina,Jesús García,Buenavista,Cuauhtemoc,19.440839,-99.152265,Arroyo
266-267,Jesús García_Carlos J. Meneses,Jesús García,Carlos J. Meneses,Buenavista,Cuauhtemoc,19.444031,-99.152187,Arroyo
268-269,Luis Donaldo Colosio_Av. Jesús García,Luis Donaldo Colosio,Av. Jesús García,Buenavista,Cuauhtemoc,19.442467,-99.151658,Arroyo
270,De La República_Ponciano Arriaga,De La República,Ponciano Arriaga,Tabacalera,Cuauhtemoc,19.436764,-99.153865,Banqueta
271-272,Jesús García_Carlos J. Meneses,Jesús García,Carlos J. Meneses,Buenavista,Cuauhtemoc,19.443684,-99.152465,Arroyo
273-274,Luis Donaldo Colosio_Av. Jesús García,Luis Donaldo Colosio,Av. Jesús García,Buenavista,Cuauhtemoc,19.442707,-99.152956,Arroyo
276,Anaxágoras_Obrero Mundial,Anaxágoras,Obrero Mundial,Narvarte Poniente,Benito Juarez,19.401986,-99.156366,Arroyo
277,Prolongación Tonalá_Obrero Mundial,Prolongación Tonalá,Obrero Mundial,Narvarte Poniente,Benito Juarez,19.401807,-99.15909,Arroyo
278,Mier Y Pesado_Obrero Mundial,Mier Y Pesado,Obrero Mundial,Del Valle Norte,Benito Juarez,19.40071,-99.163831,Arroyo
279,La Morena_Providencia,La Morena,Providencia,Del Valle Norte,Benito Juarez,19.399908,-99.166553,Arroyo
280,Anaxágoras_Obrero Mundial,Anaxágoras,Obrero Mundial,Narvarte Poniente,Benito Juarez,19.4015,-99.156406,Arroyo
281,Pitágoras_La Morena,Pitágoras,La Morena,Narvarte Poniente,Benito Juarez,19.398532,-99.157308,Arroyo
282,La Morena_Eje 2 Poniente Gabriel Mancera,La Morena,Eje 2 Poniente Gabriel Mancera,Del Valle Norte,Benito Juarez,19.398692,-99.161273,Arroyo
283,Av. Coyoacán_Rafael Dondé,Av. Coyoacán,Rafael Dondé,Del Valle Norte,Benito Juarez,19.397923,-99.167248,Arroyo
284,Dakota_Vermont,Dakota,Vermont,Napoles,Benito Juarez,19.397693,-99.172981,Arroyo
285,12 De Octubre_Minería,12 De Octubre,Minería,Escandon,Miguel Hidalgo,19.399763,-99.177538,Arroyo
286,13 De Septiembre_Avenida Patriotismo,13 De Septiembre,Avenida Patriotismo,Escandon,Miguel Hidalgo,19.399201,-99.179943,Arroyo
287,13 De Septiembre_Puente De La Morena,13 De Septiembre,Puente De La Morena,Escandon,Miguel Hidalgo,19.398946,-99.183254,Arroyo
288,11 De Abril_Avenida 2,11 De Abril,Avenida 2,San Pedro De Los Pinos,Benito Juarez,19.396359,-99.183579,Arroyo
290,Yosemite_Colorado,Yosemite,Colorado,Napoles,Benito Juarez,19.396333,-99.172667,Arroyo
291,Magdalena_División Del Norte,Magdalena,División Del Norte,Del Valle Norte,Benito Juarez,19.397651,-99.169946,Arroyo
292,Adolfo Prieto_Eje 4 Sur Xola,Adolfo Prieto,Eje 4 Sur Xola,Del Valle Norte,Benito Juarez,19.396917,-99.166264,Arroyo
293,Mier Y Pesado_Eje 4 Sur Xola,Mier Y Pesado,Eje 4 Sur Xola,Del Valle Norte,Benito Juarez,19.397373,-99.164598,Arroyo
294,Nicolás San Juan_Eje 4 Sur Xola,Nicolás San Juan,Eje 4 Sur Xola,Narvarte Poniente,Benito Juarez,19.396513,-99.160924,Arroyo
295,Anaxágoras_Eje 4 Sur Xola,Anaxágoras,Eje 4 Sur Xola,Narvarte Poniente,Benito Juarez,19.396328,-99.156871,Arroyo
296,Diagonal San Antonio_Enrique Rébsamen,Diagonal San Antonio,Enrique Rébsamen,Narvarte Poniente,Benito Juarez,19.394283,-99.158756,Arroyo
297,Diagonal San Antonio_Enrique Rébsamen,Diagonal San Antonio,Enrique Rébsamen,Narvarte Poniente,Benito Juarez,19.394412,-99.158907,Arroyo
298,Romero De Terreros_Gabriel Mancera,Romero De Terreros,Gabriel Mancera,Del Valle Norte,Benito Juarez,19.394092,-99.162139,Arroyo
299,Romero De Terreros_Mier Y Pesado,Romero De Terreros,Mier Y Pesado,Del Valle Norte,Benito Juarez,19.394601,-99.165054,Arroyo
300,Providencia_Luz Saviñón,Providencia,Luz Saviñón,Del Valle Norte,Benito Juarez,19.3932287,-99.1684308,Arroyo
301,Luz Saviñón_Magdalena,Luz Saviñón,Magdalena,Del Valle Norte,Benito Juarez,19.393807,-99.171133,Arroyo
302,Luz Saviñón_Magdalena,Luz Saviñón,Magdalena,Del Valle Norte,Benito Juarez,19.393832,-99.171466,Arroyo
303,Montecito_Av. Insurgentes,Montecito,Av. Insurgentes,Napoles,Benito Juarez,19.394842,-99.173025,Arroyo
304,Montecito_Dakota,Montecito,Dakota,Napoles,Benito Juarez,19.395043,-99.173821,Arroyo
305,Avenida Del Parque_Arizona,Avenida Del Parque,Arizona,Napoles,Benito Juarez,19.394693,-99.175531,Arroyo
306,Dakota_Minnesota,Dakota,Minnesota,Napoles,Benito Juarez,19.393699,-99.175664,Arroyo
307,Minnesota_Dakota,Minnesota,Dakota,Napoles,Benito Juarez,19.393701,-99.175834,Arroyo
308,Nueva York_Arizona,Nueva York,Arizona,Napoles,Benito Juarez,19.393643,-99.178156,Arroyo
309,Pensilvania_Arizona,Pensilvania,Arizona,Napoles,Benito Juarez,19.393059,-99.179483,Arroyo
310,Calle 1_Av. Patriotismo,Calle 1,Av. Patriotismo,San Pedro De Los Pinos,Benito Juarez,19.395322,-99.181667,Arroyo
312,Avenida 2_Calle 7,Avenida 2,Calle 7,San Pedro De Los Pinos,Benito Juarez,19.392634,-99.183737,Arroyo
313,Pensilvania_Oklahoma,Pensilvania,Oklahoma,Napoles,Benito Juarez,19.391431,-99.178989,Arroyo
314,Nueva York_Louisiana,Nueva York,Louisiana,Napoles,Benito Juarez,19.391647,-99.177331,Arroyo
315,Alabama_Montana,Alabama,Montana,Napoles,Benito Juarez,19.391472,-99.1736,Arroyo
316,San Francisco_Concepción Beistegui,San Francisco,Concepción Beistegui,Del Valle Norte,Benito Juarez,19.391056,-99.1712,Arroyo
317,Avenida Coyoacán_Torres Adalid,Avenida Coyoacán,Torres Adalid,Del Valle Norte,Benito Juarez,19.391456,-99.166157,Arroyo
318,Luz Saviñón_Amores,Luz Saviñón,Amores,Del Valle Norte,Benito Juarez,19.392195,-99.163987,Arroyo
319,Diagonal San Antonio_Luz Saviñón,Diagonal San Antonio,Luz Saviñón,Del Valle Norte,Benito Juarez,19.391991,-99.162684,Arroyo
320,Enrique Rébsamen_Luz Saviñón,Enrique Rébsamen,Luz Saviñón,Narvarte Poniente,Benito Juarez,19.391323,-99.15936,Arroyo
321,Torres Adalid_Anaxágoras,Torres Adalid,Anaxágoras,Narvarte Poniente,Benito Juarez,19.389477,-99.157513,Arroyo
322,Heriberto Frías_Concepción Beistegui,Heriberto Frías,Concepción Beistegui,Narvarte Poniente,Benito Juarez,19.388528,-99.160616,Arroyo
323,Concepción Beistegui_Gabriel Mancera,Concepción Beistegui,Gabriel Mancera,Del Valle Norte,Benito Juarez,19.388927,-99.163127,Arroyo
324,Amores_Avenida Eugenia,Amores,Avenida Eugenia,Del Valle Centro,Benito Juarez,19.387342,-99.165629,Arroyo
325,Providencia_Avenida Del Valle,Providencia,Avenida Del Valle,Del Valle Centro,Benito Juarez,19.388178,-99.169689,Arroyo
326,Eugenia_Nebraska,Eugenia,Nebraska,Ampliacion Napoles,Benito Juarez,19.388978,-99.174811,Arroyo
327,Georgia_Pensilvania,Georgia,Pensilvania,Napoles,Benito Juarez,19.38885,-99.17772,Arroyo
328,Avenida 1_Calle 7,Avenida 1,Calle 7,San Pedro De Los Pinos,Benito Juarez,19.392721,-99.184727,Arroyo
329,Calle 13_Avenida 1,Calle 13,Avenida 1,San Pedro De Los Pinos,Benito Juarez,19.390306,-99.184812,Arroyo
330,Calle 15_Avenida Patriotismo,Calle 15,Avenida Patriotismo,San Pedro De Los Pinos,Benito Juarez,19.389358,-99.182606,Arroyo
331,Avenida 2_Calle 17,Avenida 2,Calle 17,San Pedro De Los Pinos,Benito Juarez,19.388748,-99.183924,Arroyo
332,Calle 27_Avenida 3,Calle 27,Avenida 3,San Pedro De Los Pinos,Benito Juarez,19.385494,-99.183744,Arroyo
333,Georgia_Carolina,Georgia,Carolina,Ampliacion Napoles,Benito Juarez,19.387624,-99.180978,Arroyo
334,Nueva York_Av. Insurgentes,Nueva York,Av. Insurgentes,Ampliacion Napoles,Benito Juarez,19.3865269,-99.1751519,Arroyo
335,Magdalena_Ameyalco,Magdalena,Ameyalco,Del Valle Centro,Benito Juarez,19.386985,-99.173416,Arroyo
336,San Borja_Cda. Dr. J. Bartolache,San Borja,Cda. Dr. J. Bartolache,Del Valle Centro,Benito Juarez,19.385531,-99.169673,Arroyo
337,San Borja_Martín Mendalde,San Borja,Martín Mendalde,Del Valle Centro,Benito Juarez,19.384849,-99.16704,Arroyo
338,Nicolás San Juan_San Borja,Nicolás San Juan,San Borja,Del Valle Centro,Benito Juarez,19.384242,-99.16326,Arroyo
339,Enrique Rébsamen_Avenida Eugenia,Enrique Rébsamen,Avenida Eugenia,Narvarte Poniente,Benito Juarez,19.386212,-99.160583,Arroyo
340,Anaxágoras_Avenida Eugenia,Anaxágoras,Avenida Eugenia,Narvarte Poniente,Benito Juarez,19.3856299,-99.1582241,Arroyo
341,San Borja_Avenida Cuauhtémoc,San Borja,Avenida Cuauhtémoc,Narvarte Poniente,Benito Juarez,19.382889,-99.158352,Arroyo
342,Pitágoras_Av. División Del Norte,Pitágoras,Av. División Del Norte,Narvarte Poniente,Benito Juarez,19.382328,-99.159877,Arroyo
343,Enrique Rébsamen_División Del Norte,Enrique Rébsamen,División Del Norte,Del Valle Centro,Benito Juarez,19.383904,-99.160875,Arroyo
345,Patricio Sanz_Miraflores,Patricio Sanz,Miraflores,Insurgentes San Borja,Benito Juarez,19.384447,-99.172039,Arroyo
346,San Francisco_Santa Margarita,San Francisco,Santa Margarita,Insurgentes San Borja,Benito Juarez,19.385039,-99.174018,Arroyo
347,Pensilvania_Maximino Avila Camacho,Pensilvania,Maximino Avila Camacho,Ciudad De Los Deportes,Benito Juarez,19.384474,-99.176084,Arroyo
348,Indiana_Avenida San Antonio,Indiana,Avenida San Antonio,Ciudad De Los Deportes,Benito Juarez,19.38542,-99.17823,Arroyo
349,Augusto Rodin_Avenida San Antonio,Augusto Rodin,Avenida San Antonio,Ampliacion Napoles,Benito Juarez,19.385632,-99.180848,Arroyo
351,Calle 27_Avenida Revolución,Calle 27,Avenida Revolución,San Pedro De Los Pinos,Benito Juarez,19.385751,-99.186297,Arroyo
352,Tintoreto_Giorgione,Tintoreto,Giorgione,Nonoalco,Benito Juarez,19.384146,-99.185491,Arroyo
353,Carolina_Holbein,Carolina,Holbein,Ciudad De Los Deportes,Benito Juarez,19.38213,-99.178814,Arroyo
354,Boston_Av. Insurgentes,Boston,Av. Insurgentes,Noche Buena,Benito Juarez,19.381714,-99.176664,Arroyo
355,California_Sacramento,California,Sacramento,Insurgentes San Borja,Benito Juarez,19.382042,-99.173336,Arroyo
356,Matías Romero_Adolfo Prieto,Matías Romero,Adolfo Prieto,Del Valle Centro,Benito Juarez,19.381287,-99.1702,Arroyo
357,Matías Romero_Amores,Matías Romero,Amores,Del Valle Centro,Benito Juarez,19.380617,-99.167066,Arroyo
358,Nicolás San Juan_Matias Romero,Nicolás San Juan,Matias Romero,Del Valle Centro,Benito Juarez,19.380087,-99.16427,Arroyo
359,Matías Romero_Pestalozzi,Matías Romero,Pestalozzi,Del Valle Centro,Benito Juarez,19.379331,-99.161163,Arroyo
360,Heriberto Frías_Matias Romero,Heriberto Frías,Matias Romero,Del Valle Centro,Benito Juarez,19.379435,-99.162794,Arroyo
361,Porfirio Díaz_Capulín,Porfirio Díaz,Capulín,Del Valle Centro,Benito Juarez,19.380691,-99.175036,Arroyo
362,Augusto Rodin_Alberto Balderas,Augusto Rodin,Alberto Balderas,Ciudad De Los Deportes,Benito Juarez,19.382109,-99.181056,Arroyo
363,Holbein_Paulo Ucello,Holbein,Paulo Ucello,Ciudad De Los Deportes,Benito Juarez,19.380839,-99.183932,Arroyo
365,Holbein_Avenida Revolución,Holbein,Avenida Revolución,Nonoalco,Benito Juarez,19.381123,-99.18667,Arroyo
366,Porfirio Díaz_Augusto Rodin,Porfirio Díaz,Augusto Rodin,Extremadura Insurgentes,Benito Juarez,19.378423,-99.181891,Arroyo
367,Boston_Augusto Rodin,Boston,Augusto Rodin,Noche Buena,Benito Juarez,19.379593,-99.181351,Arroyo
369,Porfirio Díaz_Av. Insurgentes,Porfirio Díaz,Av. Insurgentes,Extremadura Insurgentes,Benito Juarez,19.379941,-99.177224,Arroyo
370,Tlacoquemécatl_Av. Insurgentes,Tlacoquemécatl,Av. Insurgentes,Tlacoquemecatl Del Valle,Benito Juarez,19.378827,-99.176944,Arroyo
