sistema,num_cicloe,calle_prin,calle_secu,colonia,alcaldia,latitud,longitud,sitio_de_e,estatus
Ecobici,356,Matias Romero,Adolfo Prieto,Del Valle Centro,Benito Juarez,19.381287,-99.1702,Arroyo,Instalada
Ecobici,357,Matias Romero,Amores,Del Valle Centro,Benito Juarez,19.380617,-99.167066,Arroyo,Instalada
Ecobici,358,Nicolas San Juan,Matias Romero,Del Valle Centro,Benito Juarez,19.380087,-99.16427,Arroyo,Instalada
Ecobici,359,Matias Romero,Pestalozzi,Del Valle Centro,Benito Juarez,19.379331,-99.161163,Arroyo,Instalada
Ecobici,360,Heriberto Frias,Matias Romero,Del Valle Centro,Benito Juarez,19.379435,-99.162794,Arroyo,Instalada
Ecobici,361,Porfirio Diaz,Capulin,Del Valle Centro,Benito Juarez,19.380691,-99.175036,Arroyo,Instalada
Ecobici,373,Pilares,Eje 2 Pte. Gabriel Mancera,Del valle Centro,Benito Juarez,19.377932,-99.166594,Arroyo,Instalada
Ecobici,374,Pitagoras,Pilares,Del valle Centro,Benito Juarez,19.376918,-99.16108,Arroyo,Instalada
Ecobici,278,Mier y Pesado,Obrero Mundial,Del Valle Norte,Benito Juarez,19.40071,-99.163831,Arroyo,Instalada
Ecobici,279,La Morena,Providencia,Del Valle Norte,Benito Juarez,19.399908,-99.166553,Arroyo,Instalada
Ecobici,282,La Morena,Eje 2 Pte. Gabriel Mancera,Del Valle Norte,Benito Juarez,19.398692,-99.161273,Arroyo,Instalada
Ecobici,283,Avenida Coyoacan,Rafael Donde,Del Valle Norte,Benito Juarez,19.397923,-99.167248,Arroyo,Instalada
Ecobici,291,Magdalena,Av. Division del Norte,Del Valle Norte,Benito Juarez,19.397651,-99.169946,Arroyo,Instalada
Ecobici,292,Adolfo Prieto,Eje 4 Sur Xola,Del Valle Norte,Benito Juarez,19.396917,-99.166264,Arroyo,Instalada
Ecobici,293,Mier y Pesado,Eje 4 Sur Xola,Del Valle Norte,Benito Juarez,19.397373,-99.164598,Arroyo,Instalada
Ecobici,298,Romero de Terreros,Eje 2 Pte. Gabriel Mancera,Del Valle Norte,Benito Juarez,19.394092,-99.162139,Arroyo,Instalada
Ecobici,299,Romero de Terreros,Mier y Pesado,Del Valle Norte,Benito Juarez,19.394601,-99.165054,Arroyo,Instalada
Ecobici,300,Providencia,Luz Savi<f1>on,Del Valle Norte,Benito Juarez,19.3932287,-99.1684308,Arroyo,Instalada
Ecobici,301,Luz Savi<f1>on,Magdalena,Del Valle Norte,Benito Juarez,19.393807,-99.171133,Arroyo,Instalada
Ecobici,302,Luz Savi<f1>on,Magdalena,Del Valle Norte,Benito Juarez,19.393832,-99.171466,Arroyo,Instalada
Ecobici,316,San Francisco,Concepcion Beistegui,Del Valle Norte,Benito Juarez,19.391056,-99.1712,Arroyo,Instalada
Ecobici,317,Avenida Coyoacan,Torres Adalid,Del Valle Norte,Benito Juarez,19.391456,-99.166157,Arroyo,Instalada
Ecobici,318,Luz Savi<f1>on,Amores,Del Valle Norte,Benito Juarez,19.392195,-99.163987,Arroyo,Instalada
Ecobici,319,Diagonal San Antonio,Luz Savi<f1>on,Del Valle Norte,Benito Juarez,19.391991,-99.162684,Arroyo,Instalada
Ecobici,323,Concepcion Beistegui,Eje 2 Pte. Gabriel Mancera,Del Valle Norte,Benito Juarez,19.388927,-99.163127,Arroyo,Instalada
Ecobici,372,Doctor Roberto Gayol,Tlacoquemecatl,Del Valle Sur,Benito Juarez,19.377966,-99.170272,Arroyo,Instalada
Ecobici,377,Heriberto Frias,Miguel Laurent,Del Valle Sur,Benito Juarez,19.375397,-99.163778,Arroyo,Instalada
Ecobici,378,Miguel Laurent,Amores,Del Valle Sur,Benito Juarez,19.375865,-99.168219,Arroyo,Instalada
Ecobici,394,Doctor Roberto Gayol,Felix Cuevas,Del Valle Sur,Benito Juarez,19.372474,-99.171639,Arroyo,Instalada
Ecobici,395,San Lorenzo,Martin Mendalde,Del Valle Sur,Benito Juarez,19.373725,-99.169807,Arroyo,Instalada
Ecobici,396,Martin Mendalde,Felix Cuevas,Del Valle Sur,Benito Juarez,19.37165,-99.17015,Arroyo,Instalada
Ecobici,397,San Lorenzo,Eje 2 Pte. Gabriel Mancera,Del Valle Sur,Benito Juarez,19.373112,-99.166981,Arroyo,Instalada
Ecobici,398,Juan Sanchez Azcona,Felix Cuevas,Del Valle Sur,Benito Juarez,19.37104,-99.165653,Arroyo,Instalada
Ecobici,399,Heriberto Frias,San Lorenzo,Del Valle Sur,Benito Juarez,19.372469,-99.164538,Arroyo,Instalada
Ecobici,414,Parroquia,Jose Ignacio Bartolache,Del Valle Sur,Benito Juarez,19.370221,-99.173862,Arroyo,Instalada
Ecobici,416,Recreo,Parroquia,Del Valle Sur,Benito Juarez,19.371279,-99.177623,Arroyo,Instalada
Ecobici,424,Amores,Eje 8 Sur Jose Maria Rico,Del Valle Sur,Benito Juarez,19.36715,-99.17055,Arroyo,Instalada
Ecobici,425,Nicolas San Juan,Av. Universidad,Del Valle Sur,Benito Juarez,19.36704,-99.167387,Arroyo,Instalada
Ecobici,433,Jose Maria Olloqui,M. Lopez Cotilla,Del Valle Sur,Benito Juarez,19.363548,-99.170766,Arroyo,Instalada
Ecobici,434,Jose Maria Olloqui,Amores,Del Valle Sur,Benito Juarez,19.363741,-99.171268,Arroyo,Instalada
Ecobici,110,Doctor Valenzuela,Av. Dr. Rio de la Loza,Doctores,Cuauhtemoc,19.425126,-99.143391,Arroyo,Instalada
Ecobici,122,Jose Maria Vertiz,Av. Dr. Rio de la Loza,Doctores,Cuauhtemoc,19.425502,-99.146337,Arroyo,Instalada
Ecobici,123,Claudio Bernard,Doctor Lavista,Doctores,Cuauhtemoc,19.424161,-99.153117,Arroyo,Instalada
Ecobici,124,Claudio Bernard,Doctor Liceaga,Doctores,Cuauhtemoc,19.422392,-99.150358,Arroyo,Instalada
Ecobici,448,Doctor Andrade,Av. Arcos de Belen,Doctores,Cuauhtemoc,19.426611,-99.14447,Arroyo,Instalada
Ecobici,560,Doctor Liceaga,Eje Central Lazaro Cardenas,Doctores,Cuauhtemoc,19.421599,-99.143408,Arroyo,Instalada
Ecobici,561,Doctor  Jimenez,Doctor Lavista,Doctores,Cuauhtemoc,19.423673,-99.147957,Arroyo,Instalada
Ecobici,562,Claudio Bernard,Jose Maria Vertiz,Doctores,Cuauhtemoc,19.42037,-99.146818,Arroyo,Instalada
Ecobici,563,Doctor Velasco,Ni<f1>os Heroes,Doctores,Cuauhtemoc,19.419444,-99.149776,Arroyo,Instalada
Ecobici,564,Doctor Carmona y Valle,Doctor Velasco,Doctores,Cuauhtemoc,19.419509,-99.153227,Arroyo,Instalada
Ecobici,565,Doctor Martinez del Rio,Doctor Lucio,Doctores,Cuauhtemoc,19.417668,-99.152775,Arroyo,Instalada
Ecobici,566,Doctor Jimenez,Doctor Garcia,Doctores,Cuauhtemoc,19.41638,-99.1495,Arroyo,Instalada
Ecobici,567,Doctor Martinez del Rio,Doctor Jose Terres,Doctores,Cuauhtemoc,19.417133,-99.145649,Arroyo,Instalada
Ecobici,568,Doctor Barragan,Doctor Erazo,Doctores,Cuauhtemoc,19.418013,-99.144598,Arroyo,Instalada
Ecobici,576,Doctor Arce,Jose Maria Vertiz,Doctores,Cuauhtemoc,19.413469,-99.14825,Arroyo,Instalada
Ecobici,577,Doctor Marquez,Doctor Jimenez,Doctores,Cuauhtemoc,19.411609,-99.15314,Arroyo,Instalada
Ecobici,578,Doctor Jimenez,Doctor Federico Gomez Santos,Doctores,Cuauhtemoc,19.408649,-99.151126,Arroyo,Instalada
Ecobici,579,Doctor Marquez,Privada Doctor Duran,Doctores,Cuauhtemoc,19.410884,-99.144975,Arroyo,Instalada
Ecobici,166,Progreso,Cda. Antonio Maceo,Escandon,Miguel Hidalgo,19.406069,-99.183549,Arroyo,Instalada
Ecobici,167,General Salvador Alvarado,Progreso,Escandon,Miguel Hidalgo,19.404651,-99.179375,Arroyo,Instalada
Ecobici,168,Comercio,Progreso,Escandon,Miguel Hidalgo,19.403997,-99.1776,Arroyo,Instalada
Ecobici,169,Prosperidad,Progreso,Escandon,Miguel Hidalgo,19.403019,-99.174934,Arroyo,Instalada
Ecobici,170,Observatorio Oriente,Av. Revolucion,Escandon,Miguel Hidalgo,19.404029,-99.184342,Arroyo,Instalada
Ecobici,171,Comercio,Jose Marti,Escandon,Miguel Hidalgo,19.4025195,-99.1781595,Arroyo,Instalada
Ecobici,172,General Francisco Murguia,Jose Marti,Escandon,Miguel Hidalgo,19.4034757,-99.1817166,Arroyo,Instalada
Ecobici,173,Mineria,Jose Marti,Escandon,Miguel Hidalgo,19.401682,-99.176398,Arroyo,Instalada
Ecobici,175,Mutualismo,Jose Marti,Escandon,Miguel Hidalgo,19.400767,-99.172533,Arroyo,Instalada
Ecobici,182,Progreso,Astronomos,Escandon,Miguel Hidalgo,19.40198,-99.17132,Arroyo,Instalada
Ecobici,285,12 de Octubre,Mineria,Escandon,Miguel Hidalgo,19.399763,-99.177538,Arroyo,Instalada
Ecobici,286,13 de Septiembre,Avenida Patriotismo,Escandon,Miguel Hidalgo,19.399201,-99.179943,Arroyo,Instalada
Ecobici,287,13 de Septiembre,Puente de la Morena,Escandon,Miguel Hidalgo,19.398946,-99.183254,Arroyo,Instalada
Ecobici,366,Porfirio Diaz,Augusto Rodin,Extremadura Insurgentes,Benito Juarez,19.378423,-99.181891,Arroyo,Instalada
Ecobici,369,Porfirio Diaz,Av. Insurgentes,Extremadura Insurgentes,Benito Juarez,19.379941,-99.177224,Arroyo,Instalada
Ecobici,664,Hortensia,2da cerrrada de Minerva,Florida,Alvaro Obregon,19.355544,-99.178992,Arroyo,Instalada
Ecobici,665,Moras,Mango,Florida,Alvaro Obregon,19.3589028,-99.17799722,Arroyo,Instalada
Ecobici,666,Moras,Naranjo,Florida,Alvaro Obregon,19.3614885,-99.17743249,Arroyo,Instalada
Ecobici,678,Francia,Tecoyotitla,Florida,Alvaro Obregon,19.35886344,-99.18292974,Arroyo,Instalada
Ecobici,679,Olivo,Tecoyotitla,Florida,Alvaro Obregon,19.354886,-99.184642,Arroyo,Instalada
Ecobici,428,Prolongacion Uxmal,Eje 8 Sur Av. Popocatepetl,General Pedro Maria Anaya,Benito Juarez,19.363404,-99.160395,Arroyo,Instalada
Ecobici,432,Carrillo Puerto,Avenida Mexico-Coyoacan,General Pedro Maria Anaya,Benito Juarez,19.361245,-99.16239,Arroyo,Instalada
Ecobici,443,Bruno Traven,Golondrinas,General Pedro Maria Anaya,Benito Juarez,19.359583,-99.162085,Arroyo,Instalada
Ecobici,444,General Manuel Rincon,Agustin Gutierrez,General Pedro Maria Anaya,Benito Juarez,19.359475,-99.159437,Arroyo,Instalada
Ecobici,445-446,Riff,Avenida Rio Churubusco,General Pedro Maria Anaya,Benito Juarez,19.358934,-99.156064,Arroyo,Instalada
Ecobici,196,Lago Tanganica,Av. Ejercito Nacional,Granada,Miguel Hidalgo,19.438349,-99.192904,Arroyo,Instalada
Ecobici,243,Lago Filt,Blvd. Miguel de Cervantes Saavedra,Granada,Miguel Hidalgo,19.441123,-99.195857,Arroyo,Instalada
Ecobici,244,Lago Victoria,Blvd. Miguel de Cervantes Saavedra,Granada,Miguel Hidalgo,19.440508,-99.193681,Arroyo,Instalada
Ecobici,245,Lago Onega,Av. Ejercito Nacional,Granada,Miguel Hidalgo,19.438347,-99.190503,Arroyo,Instalada
Ecobici,467,Lago Mayor,Lago Alberto,Granada,Miguel Hidalgo,19.440399,-99.186784,Arroyo,Instalada
Ecobici,476,Lago Como,Laguna de Mayran,Granada,Miguel Hidalgo,19.442127,-99.184433,Arroyo,Instalada
Ecobici,684,Vito Alessio Robles,Tecoyotitla,Guadalupe Chimalistac,Alvaro Obregon,19.351594,-99.184772,Arroyo,Instalada
Ecobici,685,Av. de la Paz,Av. Insurgentes,Guadalupe Chimalistac,Alvaro Obregon,19.347693,-99.187026,Banqueta,Instalada
Ecobici,674,Macedonio Alcala,Silvestre Revueltas,Guadalupe Inn,Alvaro Obregon,19.361845,-99.186887,Banqueta,Instalada
Ecobici,675,Manuel Castro Padilla,Av. Revolucion,Guadalupe Inn,Alvaro Obregon,19.3625527,-99.1889526,Arroyo,Instalada
Ecobici,676,Ricardo Palmerin,Abundio Martinez,Guadalupe Inn,Alvaro Obregon,19.358262,-99.18809,Arroyo,Instalada
Ecobici,677,Juan Pablo II,Av. Insurgentes,Guadalupe Inn,Alvaro Obregon,19.359053,-99.184317,Arroyo,Instalada
Ecobici,681,Guty Cardenas,Ricardo Castro,Guadalupe Inn,Alvaro Obregon,19.355817,-99.189142,Arroyo,Instalada
Ecobici,682,Manuel M Ponce,Fernando M Villalpando,Guadalupe Inn,Alvaro Obregon,19.35355,-99.189519,Arroyo,Instalada
Ecobici,179,Nuevo Leon,Quintana Roo,Hipodromo,Cuauhtemoc,19.404452,-99.171438,Camell<f3>n,Instalada
Ecobici,180,Quintana Roo,Villahermosa,Hipodromo,Cuauhtemoc,19.404554,-99.169953,Arroyo,Instalada
Ecobici,181,Benjamin Franklin,Ometusco,Hipodromo,Cuauhtemoc,19.404733,-99.174461,Arroyo,Instalada
Ecobici,59,Popocatepetl,Amsterdam,Hipodromo,Cuauhtemoc,19.415237,-99.16659,Arroyo,Instalada
Ecobici,61,Avenida Mexico,Sonora,Hipodromo,Cuauhtemoc,19.413789,-99.169427,Arroyo,Instalada
Ecobici,63,Nuevo Leon,Laredo,Hipodromo,Cuauhtemoc,19.41299,-99.171675,Banqueta,Instalada
Ecobici,64,Sonora,Amsterdam,Hipodromo,Cuauhtemoc,19.412982,-99.166936,Arroyo,Instalada
Ecobici,69,Michoacan,Amsterdam,Hipodromo,Cuauhtemoc,19.410797,-99.168143,Arroyo,Instalada
Ecobici,70,Parque Mexico,Michoacan,Hipodromo,Cuauhtemoc,19.41128,-99.169825,Arroyo,Instalada
Ecobici,71,Amsterdam,Michoacan,Hipodromo,Cuauhtemoc,19.411361,-99.171271,Arroyo,Instalada
Ecobici,74,Nuevo Leon,Ozulama,Hipodromo,Cuauhtemoc,19.410468,-99.172802,Banqueta,Instalada
Ecobici,76,Chilpancingo,Campeche,Hipodromo,Cuauhtemoc,19.4086886,-99.169938,Arroyo,Instalada
Ecobici,77,Choapan,Tamaulipas,Hipodromo,Cuauhtemoc,19.406745,-99.178272,Arroyo,Instalada
Ecobici,78,Benjamin Hill,Tamaulipas,Hipodromo,Cuauhtemoc,19.407512,-99.177361,Arroyo,Instalada
Ecobici,79,Saltillo,Alfonso Reyes,Hipodromo,Cuauhtemoc,19.407479,-99.174403,Banqueta,Instalada
Ecobici,80,Nuevo Leon,Aguascalientes,Hipodromo,Cuauhtemoc,19.407233,-99.172131,Banqueta,Instalada
Ecobici,81,Aguascalientes,Av. Insurgentes,Hipodromo,Cuauhtemoc,19.407927,-99.168734,Arroyo,Instalada
Ecobici,83,Alfonso Reyes,Nuevo Le<f3>n,Hipodromo,Cuauhtemoc,19.40655,-99.172275,Arroyo,Instalada
Ecobici,84,Chilpancingo,Tlaxcala,Hipodromo,Cuauhtemoc,19.406872,-99.169572,Arroyo,Instalada
Ecobici,177,Benjamin Hill,Carlos Zetina,Hipodromo Condesa,Cuauhtemoc,19.408841,-99.181692,Arroyo,Instalada
Ecobici,178,Tamaulipas,Francisco Murguia,Hipodromo Condesa,Cuauhtemoc,19.406833,-99.180457,Arroyo,Instalada
Ecobici,72,Mazatlan,Alfonso Reyes,Hipodromo Condesa,Cuauhtemoc,19.409859,-99.179565,Banqueta,Instalada
Ecobici,73,Campeche,Tamaulipas,Hipodromo Condesa,Cuauhtemoc,19.410073,-99.175542,Arroyo,Instalada
Ecobici,75,Alfonso Reyes,Atlixco,Hipodromo Condesa,Cuauhtemoc,19.408676,-99.176759,Banqueta,Instalada
Ecobici,524,Malvon,Juan Sarabia,Hogar y Seguridad,Azcapotzalco,19.468246,-99.168165,Arroyo,Instalada
Ecobici,525,Boldo,Tila,Hogar y Seguridad,Azcapotzalco,19.468293,-99.16557,Arroyo,Instalada
Ecobici,526,Toronjil,Mejorana,Ignacio Allende,Azcapotzalco,19.466937,-99.162948,Arroyo,Instalada
Ecobici,619,Kiff,Rafael Solana Verduguillo,Independencia,Benito Juarez,19.381277,-99.145804,Arroyo,Instalada
Ecobici,625,Zempoala,Eje 6 Sur,Independencia,Benito Juarez,19.379521,-99.150052,Arroyo,Instalada
Ecobici,384,Empresa,Poussin,Insurgentes Mixcoac,Benito Juarez,19.375865,-99.185573,Arroyo,Instalada
Ecobici,385,Poussin,Empresa,Insurgentes Mixcoac,Benito Juarez,19.375806,-99.185527,Arroyo,Instalada
Ecobici,386,Poussin,Donatello,Insurgentes Mixcoac,Benito Juarez,19.374912,-99.185807,Arroyo,Instalada
Ecobici,387,Cadiz,Empresa,Insurgentes Mixcoac,Benito Juarez,19.374267,-99.180546,Arroyo,Instalada
Ecobici,389,Santander,Felix Cuevas,Insurgentes Mixcoac,Benito Juarez,19.373438,-99.179531,Arroyo,Instalada
Ecobici,417,Goya,Augusto Rodin,Insurgentes Mixcoac,Benito Juarez,19.373198,-99.184274,Arroyo,Instalada
Ecobici,419,Actipan,Cadiz,Insurgentes Mixcoac,Benito Juarez,19.370615,-99.181606,Arroyo,Instalada
Ecobici,345,Patricio Sanz,Miraflores,Insurgentes San Borja,Benito Juarez,19.384447,-99.172039,Arroyo,Instalada
Ecobici,346,San Francisco,Santa Margarita,Insurgentes San Borja,Benito Juarez,19.385039,-99.174018,Arroyo,Instalada
Ecobici,355,California,Sacramento,Insurgentes San Borja,Benito Juarez,19.382042,-99.173336,Arroyo,Instalada
Ecobici,461,Presa Don Martin,Simon Bolivar,Irrigacion,Miguel Hidalgo,19.440106,-99.210031,Arroyo,Instalada
Ecobici,462,Presa Falcon,Presa Danxho,Irrigacion,Miguel Hidalgo,19.442338,-99.205198,Arroyo,Instalada
Ecobici,608,Ahorro Postal,Francisco Marquez,Josefa Ortiz de Dominguez,Benito Juarez,19.388373,-99.139746,Arroyo,Instalada
Ecobici,112,Av. Morelos,Abraham Gonzalez,Juarez,Cuauhtemoc,19.432819,-99.151734,Banqueta,Instalada
Ecobici,113,General Prim,Versalles,Juarez,Cuauhtemoc,19.430369,-99.154419,Arroyo,Instalada
Ecobici,114,Lucerna,Abraham Gonzalez,Juarez,Cuauhtemoc,19.428989,-99.153618,Arroyo,Instalada
Ecobici,115,Roma,Dinamarca,Juarez,Cuauhtemoc,19.429947,-99.159698,Arroyo,Instalada
Ecobici,116,Londres,Roma,Juarez,Cuauhtemoc,19.428985,-99.15664,Arroyo,Instalada
Ecobici,117,Londres,Napoles,Juarez,Cuauhtemoc,19.427132,-99.160369,Arroyo,Instalada
Ecobici,118,Liverpool,Dinamarca,Juarez,Cuauhtemoc,19.427114,-99.158251,Arroyo,Instalada
Ecobici,119,Turin,Abraham Gonzalez,Juarez,Cuauhtemoc,19.426785,-99.155535,Arroyo,Instalada
Ecobici,120,Marsella,Napoles,Juarez,Cuauhtemoc,19.425437,-99.159458,Arroyo,Instalada
Ecobici,121,Niza,Chapultepec,Juarez,Cuauhtemoc,19.424137,-99.161317,Arroyo,Instalada
Ecobici,21,Av. Paseo de la Reforma,Dublin,Juarez,Cuauhtemoc,19.424784,-99.172119,Banqueta,Instalada
Ecobici,22,Av. Paseo de la Reforma,Manchester,Juarez,Cuauhtemoc,19.424784,-99.172119,Banqueta,Instalada
Ecobici,23,Av. Paseo de la Reforma,Praga,Juarez,Cuauhtemoc,19.42528,-99.171099,Banqueta,Instalada
Ecobici,24,Av. Paseo de la Reforma,Varsovia,Juarez,Cuauhtemoc,19.426614,-99.168078,Banqueta,Instalada
Ecobici,25,Av. Paseo de la Reforma,Estocolmo,Juarez,Cuauhtemoc,19.427338,-99.16672,Banqueta,Instalada
Ecobici,26,Av. Paseo de la Reforma,Versalles,Juarez,Cuauhtemoc,19.432595,-99.154995,Banqueta,Instalada
Ecobici,27,Av. Paseo de la Reforma,Havre,Juarez,Cuauhtemoc,19.42916,-99.162703,Banqueta,Instalada
Ecobici,28,Toledo,Tokio,Juarez,Cuauhtemoc,19.423664,-99.172568,Arroyo,Instalada
Ecobici,30,Hamburgo,Genova,Juarez,Cuauhtemoc,19.426384,-99.164255,Arroyo,Instalada
Ecobici,31,Hamburgo,Av. Insurgentes,Juarez,Cuauhtemoc,19.427937,-99.161245,Arroyo,Instalada
Ecobici,32,Londres,Sevilla,Juarez,Cuauhtemoc,19.4226672,-99.1699751,Arroyo,Instalada
Ecobici,33,Londres,Florencia,Juarez,Cuauhtemoc,19.424187,-99.166497,Arroyo,Instalada
Ecobici,34,Liverpool,Genova,Juarez,Cuauhtemoc,19.424584,-99.163688,Arroyo,Instalada
Ecobici,35,Liverpool,Genova,Juarez,Cuauhtemoc,19.424558,-99.163518,Arroyo,Instalada
Ecobici,375,Tenayuca,Av. Division del Norte,Letran Valle,Benito Juarez,19.376997,-99.158779,Arroyo,Instalada
Ecobici,628,Tenayuca,Chichen Itza,Letran Valle,Benito Juarez,19.378281,-99.15841,Arroyo,Instalada
Ecobici,629,Tajin,Chichen Itza,Letran Valle,Benito Juarez,19.376367,-99.155872,Arroyo,Instalada
Ecobici,630,Cuicuilco,Motozintla,Letran Valle,Benito Juarez,19.375677,-99.152953,Arroyo,Instalada
Ecobici,458,Montes Urales,Volcan,Lomas de Chapultepec Seccion III,Miguel Hidalgo,19.428679,-99.206605,Arroyo,Instalada
Ecobici,459,Volcan,Montes Urales,Lomas de Chapultepec Seccion III,Miguel Hidalgo,19.429243,-99.207267,Arroyo,Instalada
Ecobici,453,Pedregal,Teapa,Lomas de Chapultepec Seccion IV/Lomas Virreyes,Miguel Hidalgo,19.424842,-99.203739,Arroyo,Instalada
Ecobici,454,Montes Urales,Monte Pelvoux,Lomas de Chapultepec Seccion IV/Lomas Virreyes,Miguel Hidalgo,19.425905,-99.204236,Arroyo,Instalada
Ecobici,456,Alpes,Montes Escandinavos,Lomas de Chapultepec Seccion V,Miguel Hidalgo,19.427517,-99.208412,Arroyo,Instalada
Ecobici,457,Av. Prado Norte,Explanada,Lomas de Chapultepec Seccion V,Miguel Hidalgo,19.42703,-99.212845,Arroyo,Instalada
Ecobici,479,Lago Muritz,Av. Marina Nacional,Mariano Escobedo,Miguel Hidalgo,19.444433,-99.179664,Arroyo,Instalada
Ecobici,480,Lago Iseo,Av. Marina Nacional,Mariano Escobedo,Miguel Hidalgo,19.446073,-99.181654,Arroyo,Instalada
Ecobici,466,Lago Onega,Lago Ladoga,Modelo Pensil,Miguel Hidalgo,19.44269,-99.19083,Arroyo,Instalada
Ecobici,455,Pedregal,Ferrocarril de Cuernavaca,Molino del Rey,Miguel Hidalgo,19.426308,-99.2033,Arroyo,Instalada
Ecobici,284,Dakota,Vermont,Napoles,Benito Juarez,19.397693,-99.172981,Arroyo,Instalada
Ecobici,290,Yosemite,Colorado,Napoles,Benito Juarez,19.396333,-99.172667,Arroyo,Instalada
Ecobici,303,Montecito,Av. Insurgentes,Napoles,Benito Juarez,19.394842,-99.173025,Arroyo,Instalada
