Prefix,num_cicloe,calle_prin,calle_secu,colonia,alcaldia,latitud,longitud,sitio_de_e,estatus
Ce,544,Salvador Díaz Mirón,Nogal,Santa Maria La Ribera,Cuauhtemoc,19.449773,-99.163136,Arroyo,Instalada
Ce,545,Sabino,Salvador Díaz Mirón,Santa Maria La Ribera,Cuauhtemoc,19.449104,-99.159931,Arroyo,Instalada
Ce,546,Salvador Díaz Mirón,Santa María La Ribera,Santa Maria La Ribera,Cuauhtemoc,19.448764,-99.156817,Arroyo,Instalada
Ce,547,Dr. Enrique González Martínez,Salvador Díaz Mirón,Santa Maria La Ribera,Cuauhtemoc,19.44763,-99.1554,Arroyo,Instalada
Ce,548,Dr. Mariano Azuela,Jose Antonio Alzate,Santa Maria La Ribera,Cuauhtemoc,19.44701,-99.154318,Arroyo,Instalada
Ce,549,Sor Juana Ines De La Cruz,Dr. Atl,Santa Maria La Ribera,Cuauhtemoc,19.4450444,-99.15713333,Arroyo,Instalada
Ce,550,Sor Juana Ines De La Cruz,Fresno,Santa Maria La Ribera,Cuauhtemoc,19.4459583,-99.16137222,Arroyo,Instalada
Ce,551,Nogal,Ribera De San Cosme,Santa Maria La Ribera,Cuauhtemoc,19.4435806,-99.16488333,Arroyo,Instalada
Ce,552,Fresno,Ribera De San Cosme,Santa Maria La Ribera,Cuauhtemoc,19.44310811,-99.16245373,Arroyo,Instalada
Ce,553,Jaime Torres Bodet,Ribera De San Cosme,Santa Maria La Ribera,Cuauhtemoc,19.442,-99.15933333,Arroyo,Instalada
Ce,554,Heroes Ferrocarrileros,Mariano Azuela,Santa Maria La Ribera,Cuauhtemoc,19.44174727,-99.15563897,Arroyo,Instalada
Ce,555,Ribera De San Cosme,Insurgentes Centro,Santa Maria La Ribera,Cuauhtemoc,19.44021597,-99.15616778,Banqueta,Instalada
Ce,556,Plaza Tlaxcoaque,Diagonal 20 De Noviembre,Centro,Cuauhtemoc,19.423056,-99.134941,Arroyo,Instalada
Ce,557,5 De Febrero,Fernando De Alva Ixtlilxochitl,Obrera,Cuauhtemoc,19.41981,-99.135941,Arroyo,Instalada
Ce,558,Chimalpopoca,Simón Bolívar,Centro,Cuauhtemoc,19.4223,-99.139872,Arroyo,Instalada
Ce,559,Fernando De Alva Ixtlilxochitl,Diagonal 20 De Noviembre,Obrera,Cuauhtemoc,19.420029,-99.140999,Arroyo,Instalada
Ce,560,Doctor Liceaga,Eje Central,Doctores,Cuauhtemoc,19.421599,-99.143408,Arroyo,Instalada
Ce,561,Dr. Jiménez,Dr. Lavista,Doctores,Cuauhtemoc,19.423673,-99.147957,Arroyo,Instalada
Ce,562,Claudio Bernard,José María Vertiz,Doctores,Cuauhtemoc,19.42037,-99.146818,Arroyo,Instalada
Ce,563,Doctor Velasco,Niños Héroes,Doctores,Cuauhtemoc,19.419444,-99.149776,Arroyo,Instalada
Ce,564,Doctor Carmona Y Valle,Doctor Velasco,Doctores,Cuauhtemoc,19.419509,-99.153227,Arroyo,Instalada
Ce,565,Dr. Martinez Del Rio,Dr. Lucio,Doctores,Cuauhtemoc,19.417668,-99.152775,Arroyo,Instalada
Ce,566,Dr. Jiménez,Dr. García Diego,Doctores,Cuauhtemoc,19.41638,-99.1495,Arroyo,Instalada
Ce,567,Doctor Martínez Del Río,Doctor José Terrés,Doctores,Cuauhtemoc,19.417133,-99.145649,Arroyo,Instalada
Ce,568,Doctor Barragán,Doctor Erazo,Doctores,Cuauhtemoc,19.418013,-99.144598,Arroyo,Instalada
Ce,569,Gutiérrez Nájera,Bolívar,Obrera,Cuauhtemoc,19.415713,-99.141227,Arroyo,Instalada
Ce,570,Alfredo Chavero,Simón Bolívar,Obrera,Cuauhtemoc,19.417595,-99.140972,Arroyo,Instalada
Ce,571,Manuel M. Flores,Calzada San Antonio Abad,Obrera,Cuauhtemoc,19.416221,-99.134909,Arroyo,Instalada
Ce,572,Manuel J. Othón,José T. Cuellar,Obrera,Cuauhtemoc,19.414595,-99.135886,Arroyo,Instalada
Ce,573,Fernando Ramírez,Isabel La Católica,Obrera,Cuauhtemoc,19.412853,-99.138723,Arroyo,Instalada
Ce,574,José María Roa Bárcenas,Simón Bolívar,Obrera,Cuauhtemoc,19.41175,-99.14096,Arroyo,Instalada
Ce,575,Fernando Ramírez,Eje Central,Obrera,Cuauhtemoc,19.413235,-99.143476,Arroyo,Instalada
Ce,576,Doctor Arce,Jose Maria Vertiz,Doctores,Cuauhtemoc,19.413469,-99.14825,Arroyo,Instalada
Ce,577,Doctor Márquez,Doctor Jiménez,Doctores,Cuauhtemoc,19.411609,-99.15314,Arroyo,Instalada
Ce,578,Doctor Jiménez,Doctor Federico Gómez Santos,Doctores,Cuauhtemoc,19.408649,-99.151126,Arroyo,Instalada
Ce,579,Doctor Márquez,Privada Doctor Duran,Doctores,Cuauhtemoc,19.410884,-99.144975,Arroyo,Instalada
Ce,580,Antonio Solís,Bolívar,Obrera,Cuauhtemoc,19.409817,-99.141643,Arroyo,Instalada
Ce,581,José María Roa Bárcenas,San Antonio Abad,Obrera,Cuauhtemoc,19.411323,-99.135626,Arroyo,Instalada
Ce,582,Antonio Solis,San Antonio Abad,Obrera,Cuauhtemoc,19.409473,-99.135939,Arroyo,Instalada
Ce,583,Ángel Del Campo,5 De Febrero,Obrera,Cuauhtemoc,19.408087,-99.137763,Arroyo,Instalada
Ce,584,Enrique Granados,José Peón Contreras (Eje 3),Algarin,Cuauhtemoc,19.40697,-99.14383,Arroyo,Instalada
Ce,585,José Toribio Medina,Manuel Navarrete,Algarin,Cuauhtemoc,19.405358,-99.14316,Arroyo,Instalada
Ce,586,Bernardo Couto,Juan E. Hernández Y Davalos,Algarin,Cuauhtemoc,19.406458,-99.138735,Arroyo,Instalada
Ce,587,Jose Toribio Medina,Marcelino Davalos,Algarin,Cuauhtemoc,19.404654,-99.136966,Arroyo,Instalada
Ce,588,Av. Fernando,La Coruña,Alamos,Benito Juarez,19.401239,-99.137404,Arroyo,Instalada
Ce,589,Cádiz,Calzada De Tlalpan,Alamos,Benito Juarez,19.39859,-99.137732,Arroyo,Instalada
Ce,590,Fernando,Isabel La Católica,Alamos,Benito Juarez,19.399172,-99.140625,Arroyo,Instalada
Ce,591,Simón Bolívar,La Coruña,Alamos,Benito Juarez,19.402088,-99.142976,Arroyo,Instalada
Ce,592,Cádiz,Eje Central Lázaro Cárdenas,Alamos,Benito Juarez,19.399664,-99.145136,Arroyo,Instalada
Ce,593,Zempoala,Diagonal De San Antonio,Narvarte,Benito Juarez,19.400943,-99.147989,Arroyo,Instalada
Ce,594,Xochicalco,Obrero Mundial,Piedad Narvarte,Benito Juarez,19.402277,-99.153294,Arroyo,Instalada
Ce,595,Yacatas,Diagonal De San Antonio,Narvarte,Benito Juarez,19.396983,-99.155114,Arroyo,Instalada
Ce,596,Cumbres De Maltrata,Uxmal,Narvarte,Benito Juarez,19.395205,-99.155049,Arroyo,Instalada
Ce,597,Diagonal San Antonio,Icacos,Narvarte,Benito Juarez,19.398858,-99.151211,Arroyo,Instalada
Ce,598,Palenque,Cumbres De Maltrata,Narvarte,Benito Juarez,19.3931,-99.152012,Arroyo,Instalada
Ce,599,La Morena,Zempoala,Narvarte,Benito Juarez,19.398143,-99.148333,Arroyo,Instalada
Ce,600,Cumbres De Acultzingo,Av. Universidad,Narvarte,Benito Juarez,19.392463,-99.150544,Arroyo,Instalada
Ce,601,Navarra,Fernando,Alamos,Benito Juarez,19.395812,-99.145347,Arroyo,Instalada
Ce,602,Correspondencia,Eje Central Lázaro Cárdenas,Postal,Benito Juarez,19.392523,-99.146194,Arroyo,Instalada
Ce,603,Castilla,Eje 4 Sur Xola,Alamos,Benito Juarez,19.394422,-99.143291,Arroyo,Instalada
Ce,604,Andalucía,Carteros,Postal,Benito Juarez,19.390945,-99.142972,Arroyo,Instalada
Ce,605,5 De Febrero,Alfonso Xiii,Alamos,Benito Juarez,19.39516,-99.139532,Arroyo,Instalada
Ce,606,Alfonso Xiii,Aragón,Alamos,Benito Juarez,19.39489,-99.1389,Arroyo,Instalada
Ce,607,Unión Postal,Calzada De Tlalpan,Postal,Benito Juarez,19.390924,-99.13895,Arroyo,Instalada
Ce,608,Ahorro Postal,Francisco Márquez,Josefa Ortiz De Dominguez,Benito Juarez,19.388373,-99.139746,Arroyo,Instalada
Ce,609,Romero,Calzada De Tlalpan,Americas Unidas,Benito Juarez,19.384623,-99.139817,Arroyo,Instalada
Ce,610,Av. Víctor Hugo,Av. Niños Héroes De Chapultepec,Ni<F1>Os Heroes De Chapultepec,Benito Juarez,19.387174,-99.143708,Arroyo,Instalada
Ce,611,Miguel Negrete,Niños Héroes De Chapultepec,Ni<F1>Os Heroes De Chapultepec,Benito Juarez,19.387506,-99.146338,Arroyo,Instalada
Ce,612,Torres Adalid,Cumbres De Maltrata,Narvarte,Benito Juarez,19.388148,-99.148446,Arroyo,Instalada
Ce,613,Luz Saviñón,Doctor José María Vertiz,Narvarte,Benito Juarez,19.390019,-99.15111,Arroyo,Instalada
Ce,614,Torres Adalid,Av. Cuauhtémoc,Narvarte Poniente,Benito Juarez,19.3893,-99.15633,Arroyo,Instalada
Ce,615,Tajín,Universidad,Narvarte,Benito Juarez,19.38748,-99.153876,Arroyo,Instalada
Ce,616,Petén,Eje 5 Sur,Vertiz Narvarte,Benito Juarez,19.38483,-99.15363,Arroyo,Instalada
Ce,617,Mitla,Eje 5 Sur,Narvarte,Benito Juarez,19.384589,-99.150517,Arroyo,Instalada
Ce,618,Bartolomé R. Salido,Edzna,Vertiz Narvarte,Benito Juarez,19.381824,-99.148086,Arroyo,Instalada
Ce,619,Kiff,Rafael Solana Verduguillo,Independencia,Benito Juarez,19.381277,-99.145804,Arroyo,Instalada
Ce,620,Fernando Montes De Oca,Priv. Lago,Americas Unidas,Benito Juarez,19.381804,-99.142997,Arroyo,Instalada
Ce,621,Lago Poniente,Calzada De Tlalpan,Americas Unidas,Benito Juarez,19.379458,-99.140943,Arroyo,Instalada
Ce,622,Fernando Montes De Oca,Eje 6 Sur,San Simon Ticumac,Benito Juarez,19.378362,-99.144007,Arroyo,Instalada
Ce,623,Fernando Montes De Oca,Antonio Rodríguez,San Simon Ticumac,Benito Juarez,19.375518,-99.144118,Arroyo,Instalada
Ce,624,Luis Spota,Eje Central Lázaro Cárdenas,San Simon Ticumac,Benito Juarez,19.377516,-99.148116,Arroyo,Instalada
Ce,625,Zempoala,Angel Urraza,Independencia,Benito Juarez,19.379521,-99.150052,Arroyo,Instalada
Ce,626,San Borja,Petén,Vertiz Narvarte,Benito Juarez,19.382115,-99.153988,Arroyo,Instalada
Ce,627,San Borja,Av. Universidad,Vertiz Narvarte,Benito Juarez,19.382606,-99.156592,Arroyo,Instalada
Ce,628,Tenayuca,Chichen Itzá,Letran Valle,Benito Juarez,19.378281,-99.15841,Arroyo,Instalada
Ce,629,Tajín,Chichen Itzá,Letran Valle,Benito Juarez,19.376367,-99.155872,Arroyo,Instalada
Ce,630,Cuicuilco,Motozintla,Letran Valle,Benito Juarez,19.375677,-99.152953,Arroyo,Instalada
Ce,631,Miguel Laurent,Eje Central,Portales,Benito Juarez,19.372907,-99.149207,Arroyo,Instalada
Ce,632,Victor Hugo,Sevilla,Portales,Benito Juarez,19.370891,-99.151577,Arroyo,Instalada
Ce,633,Canarias,Calzada Santa Cruz,San Simon Ticumac,Benito Juarez,19.372175,-99.146356,Arroyo,Instalada
Ce,634,Rumania,Víctor Hugo,Portales,Benito Juarez,19.370133,-99.145866,Arroyo,Instalada
Ce,635,Calzada Santa Cruz,Antillas,Portales,Benito Juarez,19.370586,-99.142294,Arroyo,Instalada
Ce,636,Ajusco,Antillas,Portales,Benito Juarez,19.367131,-99.142838,Arroyo,Instalada
Ce,637,Ajusco,Emperadores,Portales,Benito Juarez,19.36576,-99.144413,Arroyo,Instalada
Ce,638,Av Pirineos,C. Antillas,Portales,Benito Juarez,19.361743,-99.143867,Arroyo,Instalada
Ce,639,Bulgaria,Rumania,Portales,Benito Juarez,19.364528,-99.146988,Arroyo,Instalada
Ce,640,Odesa,Bulgaria,Portales,Benito Juarez,19.367465,-99.148786,Arroyo,Instalada
Ce,641,Sevilla,Av. Presidentes,Portales,Benito Juarez,19.368109,-99.151863,Arroyo,Instalada
Ce,642,Repúblicas,Monrovia,Portales,Benito Juarez,19.364001,-99.150422,Arroyo,Instalada
Ce,643,Filipinas,Av. Pirineos,Portales,Benito Juarez,19.362323,-99.148805,Arroyo,Instalada
Ce,644,Monrovia,Popocatépetl (Eje 8 Sur),Portales,Benito Juarez,19.361371,-99.150619,Arroyo,Instalada
Ce,645,Saratoga,Ajusco,Portales,Benito Juarez,19.358634,-99.152732,Arroyo,Instalada
Ce,646,Rumania,Av. Popocatépetl,Portales,Benito Juarez,19.36053,-99.1475,Arroyo,Instalada
Ce,647,Antillas,Nevado,Portales,Benito Juarez,19.359093,-99.145247,Arroyo,Instalada
Ce,648,Rafael Olivia,20 De Agosto,San Diego Churubusco,Coyoacan,19.354411,-99.147795,Arroyo,Instalada
Ce,649,Héroes Del 47,Calzada De Tlalpan,San Mateo,Coyoacan,19.35072,-99.146786,Arroyo,Instalada
Ce,650,Xicoténcatl,Prolongación Xicoténcatl,San Diego Churubusco,Coyoacan,19.355945,-99.149258,Arroyo,Instalada
Ce,651,Héroes Del 47,División Del Norte,San Mateo,Coyoacan,19.351578,-99.150941,Arroyo,Instalada
Ce,652,Xicoténcatl,División Del Norte,Del Carmen,Coyoacan,19.354876,-99.153611,Arroyo,Instalada
Ce,653,Londres,División Del Norte,Del Carmen,Coyoacan,19.35674,-99.15309,Arroyo,Instalada
Ce,654,Londres,San Pedro,Del Carmen,Coyoacan,19.355942,-99.157461,Arroyo,Instalada
Ce,655,Gomez Farias,Viena,Del Carmen,Coyoacan,19.357076,-99.160189,Arroyo,Instalada
Ce,656,Ignacio Allende,Paris,Del Carmen,Coyoacan,19.3543111,-99.16243611,Arroyo,Instalada
Ce,657,Madrid,Centenario,Del Carmen,Coyoacan,19.3574361,-99.16379444,Arroyo,Instalada
Ce,658,Vicente Guerrero,Berlín,Del Carmen,Coyoacan,19.355339,-99.165613,Arroyo,Instalada
Ce,659,Madrid,Avenida Mexico,Del Carmen,Coyoacan,19.3564861,-99.16945556,Arroyo,Instalada
Ce,660,Josefa Ortiz De Dominguez,Circuito Interior,Del Carmen,Coyoacan,19.3580028,-99.17010556,Arroyo,Instalada
Ce,661,Madrid,Universidad,Del Carmen,Coyoacan,19.35675,-99.171769,Arroyo,Instalada
Ce,662,Manzano,Circuito Interior,Axotla,Alvaro Obregon,19.362041,-99.175158,Arroyo,Instalada
Ce,663,Hortensia,Avenida Universidad,Axotla,Alvaro Obregon,19.3548028,-99.17541944,Arroyo,Instalada
Ce,664,Hortensia,2Da Cerrada De Minerva,Florida,Alvaro Obregon,19.355544,-99.178992,Arroyo,Instalada
Ce,665,Moras,Mango,Florida,Alvaro Obregon,19.3589028,-99.17799722,Arroyo,Instalada
Ce,666,Moras,Naranjo,Florida,Alvaro Obregon,19.3614885,-99.17743249,Arroyo,Instalada
Ce,667,Hermes,Mosqueta,Credito Constructor,Benito Juarez,19.3639778,-99.18091389,Arroyo,Instalada
Ce,668,Plateros,Capuchinas,San Jose Insurgentes,Benito Juarez,19.367522,-99.181727,Banqueta,Instalada
Ce,669,Los Juarez,Sagredo,San Jose Insurgentes,Benito Juarez,19.37075451,-99.18743854,Arroyo,Instalada
Ce,670,Felix Parra,Flamencos,San Jose Insurgentes,Benito Juarez,19.3676,-99.18499167,Arroyo,Instalada
Ce,671,Plateros,Jose María Velasco,San Jose Insurgentes,Benito Juarez,19.364577,-99.186288,Arroyo,Instalada
Ce,672,José María Velasco,Damas,San Jose Insurgentes,Benito Juarez,19.36295,-99.183161,Arroyo,Instalada
Ce,673,Miguel Noreña,José María Ibarrarán,San Jose Insurgentes,Benito Juarez,19.363153,-99.186963,Arroyo,Instalada
Ce,674,Silvestre Revueltas,Macedonio Alcalá,Guadalupe Inn,Alvaro Obregon,19.361845,-99.186887,Banqueta,Instalada
Ce,675,Manuel Castro Padilla,Av. Revolución,Guadalupe Inn,Alvaro Obregon,19.3625527,-99.1889526,Arroyo,Instalada
Ce,676,Ricardo Palmerín,Abundio Martínez,Guadalupe Inn,Alvaro Obregon,19.358262,-99.18809,Arroyo,Instalada
Ce,677,Juan Pablo Ii,Av. De Los Insurgentes Sur,Guadalupe Inn,Alvaro Obregon,19.359053,-99.184317,Arroyo,Instalada
Ce,678,Francia,Tecoyotitla,Florida,Alvaro Obregon,19.35886344,-99.18292974,Arroyo,Instalada
Ce,679,Olivo,Tecoyotitla,Florida,Alvaro Obregon,19.354886,-99.184642,Arroyo,Instalada
Ce,680,Diego Becerra,Av. Revolución,San Jose Insurgentes,Benito Juarez,19.36672,-99.188409,Arroyo,Instalada
Ce,681,Guty Cárdenas,Ricardo Castro,Guadalupe Inn,Alvaro Obregon,19.355817,-99.189142,Arroyo,Instalada
Ce,682,Manuel M. Ponce,Fernando M. Villalpando,Guadalupe Inn,Alvaro Obregon,19.35355,-99.189519,Arroyo,Instalada
Ce,683,Pedro Luis Ogazón,Insurgentes Sur,San Angel,Alvaro Obregon,19.3503611,-99.1871111,Arroyo,Instalada
Ce,684,Vito Alessio Robles,Tecoyotitla,Guadalupe Chimalistac,Alvaro Obregon,19.351594,-99.184772,Arroyo,Instalada
Ce,685,Av De La Paz,Insurgentes,Guadalupe Chimalistac,Alvaro Obregon,19.347693,-99.187026,Banqueta,Instalada
Ce,686,Vito Alessio Robles,Universidad,Agricola,Alvaro Obregon,19.352203,-99.178393,Arroyo,Instalada
Ce,687,Francisco Sosa,Panzacola,Santa Catarina,Coyoacan,19.349348,-99.179015,Arroyo,Instalada
Ce,688,Panzacola,Miguel Ángel De Quevedo,Santa Catarina,Coyoacan,19.346975,-99.178791,Arroyo,Instalada
Ce,689,G. Pérez Valenzuela,Salvador Novo,Santa Catarina,Coyoacan,19.351426,-99.175455,Arroyo,Instalada
Ce,690,Tata Vasco,Av. Miguel Ángel De Quevedo,Santa Catarina,Coyoacan,19.3459701,-99.17296,Arroyo,Instalada
Ce,691,Melchor Ocampo,Dulce Olivia,Santa Catarina,Coyoacan,19.347283,-99.170834,Arroyo,Instalada
Ce,692,Presidente Carranza,Francisco Sosa,Santa Catarina,Coyoacan,19.349149,-99.169646,Arroyo,Instalada
Ce,693,Xicoténcatl,Vicente Guerrero,Del Carmen,Coyoacan,19.352531,-99.164913,Arroyo,Instalada
Ce,694,Ignacio Aldama,Centenario,Del Carmen,Coyoacan,19.353243,-99.163753,Arroyo,Instalada
Ce,695,Malintzin,Allende,Del Carmen,Coyoacan,19.352143,-99.162096,Arroyo,Instalada
Ce,696,México,Malintzin,Del Carmen,Coyoacan,19.35154,-99.164523,Arroyo,Instalada
Ce,697,Francisco Sosa,Tres Cruces,Villa Coyoacan,Coyoacan,19.349277,-99.164921,Arroyo,Instalada
Ce,698,Cerrada Zamora,Av. Miguel Ángel De Quevedo,Villa Coyoacan,Coyoacan,19.344855,-99.163575,Arroyo,Instalada
Ce,699,San Gregorio,Felipe Carrillo Puerto,Villa Coyoacan,Coyoacan,19.346895,-99.163868,Arroyo,Instalada
Ce,700,Abasolo,Miguel Hidalgo,Del Carmen,Coyoacan,19.350062,-99.160024,Arroyo,Instalada
Ce,701,Cuauhtémoc,Morelos,Del Carmen,Coyoacan,19.352052,-99.157981,Arroyo,Instalada
Ce,702,Fernández Leal,Plaza De La Conchita,Barrio La Concepcion,Coyoacan,19.347246,-99.15857,Arroyo,Instalada
Ce,703,Miguel Hidalgo,Calzada General Anaya,Del Carmen,Coyoacan,19.350776,-99.155379,Arroyo,Instalada
Ce,704,Pacífico,Asia,Barrio La Concepcion,Coyoacan,19.344976,-99.157824,Arroyo,Instalada
Ce,705,Europa,Miguel Ángel De Quevedo,Parque San Andres,Coyoacan,19.34406,-99.155983,Arroyo,Instalada
Ce,706,Canadá,Acolotitla,Barrio San Lucas,Coyoacan,19.347503,-99.15244,Arroyo,Instalada
Ce,707,Irlanda,División Del Norte,Parque San Andres,Coyoacan,19.348076,-99.14906,Arroyo,Instalada
Ce,708,Irlanda,Canada,Parque San Andres,Coyoacan,19.346489,-99.145828,Arroyo,Instalada
Ce,709,Inglaterra,Antigua Taxqueña,Parque San Andres,Coyoacan,19.344271,-99.149973,Arroyo,Instalada
Ce,710,Molino Del Rey,Glorieta De La Lealtad,San Miguel Chapultepec,Miguel Hidalgo,19.4168415,-99.1925204,Calzada,Instalada
Ce,711,Molino Del Rey,Av. Constituyentes,San Miguel Chapultepec,Miguel Hidalgo,19.4136683,-99.1919528,Calzada,Instalada
